NUM TITULO;FILIAL;CNPJ;CLIENTE;BAIRRO;MUNICIPIO;ESTADO;CEP;CONTATO; VALOR ; SALDO ;VCTO REAL
000003042;SOBRAL;07817778000137;SAAE - SOBRAL       ;CENTRO              ;SOBRAL         ;CE;62011200;8836115151     ; 500,00 ; 500,00 ;30/04/2012
000003108;SOBRAL;07817778000137;SAAE - SOBRAL       ;CENTRO              ;SOBRAL         ;CE;62011200;8836115151     ; 500,00 ; 500,00 ;30/05/2012
000003176;SOBRAL;07817778000137;SAAE - SOBRAL       ;CENTRO              ;SOBRAL         ;CE;62011200;8836115151     ; 500,00 ; 500,00 ;02/07/2012
000005642;SOBRAL;04206050008246;TIM CELULAR - PE    ;PIEDADE             ;JABOATAO DOS GU;PE;54410240;68476000       ; 337,92 ; 337,92 ;01/06/2015
000005787;SOBRAL;20705986000102;VIA SUL - ASSOC     ;MESSEJANA           ;FORTALEZA      ;CE;60833005;30528016       ; 21,00 ; 21,00 ;06/10/2015
000005787;SOBRAL;20705986000102;VIA SUL - ASSOC     ;MESSEJANA           ;FORTALEZA      ;CE;60833005;30528016       ; 21,00 ; 21,00 ;06/10/2015
000028549;FM JANGADEIRO;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 645,12 ; 645,12 ;15/07/2015
000028549;FM JANGADEIRO;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 645,12 ; 645,12 ;30/07/2015
000028602;FM JANGADEIRO;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 1.656,48 ; 1.656,48 ;03/08/2015
000000013;FM JANGADEIRO;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 486,72 ; 486,72 ;15/09/2015
000000013;FM JANGADEIRO;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 486,72 ; 486,72 ;26/08/2015
000000159;FM JANGADEIRO;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 1.510,32 ; 1.510,32 ;24/11/2015
000000159;FM JANGADEIRO;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 1.510,32 ; 1.510,32 ;26/10/2015
000000455;FM JANGADEIRO;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 729,12 ; 729,12 ;23/12/2015
000001379;FM JANGADEIRO;18889194000193;AFPC NORTH SHOPPING ;JOQUEI CLUBE        ;FORTALEZA      ;CE;60520102;(85) 3131.6400 ; 546,00 ; 546,00 ;31/08/2016
000026134;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;17/03/2014
000026133;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;28/02/2014
000026134;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;31/03/2014
000026133;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;17/02/2014
000026134;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;31/03/2014
000026134;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;15/04/2014
000026207;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;15/05/2014
000026207;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;30/04/2014
000026208;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;15/06/2014
000026208;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;15/05/2014
000026208;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;30/05/2014
000026207;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;15/04/2014
000026207;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;30/04/2014
000026208;FM JANGADEIRO;18269214000123;AGUA IRACEMA        ;MONDUBIM            ;FORTALEZA      ;CE;60752694;8532983545     ; 1.187,50 ; 1.187,50 ;30/05/2014
000004151;FM JANGADEIRO;07336696000170;ALMONT              ;CENTRO              ;FORTALEZA      ;CE;60165011;               ; 2.987,50 ; 2.987,50 ;16/08/2018
000003091;FM JANGADEIRO;26706505000160;AME CLINICA         ;PARANGABA           ;FORTALEZA      ;CE;60720110;31212440       ; 3.100,00 ; 3.100,00 ;11/12/2017
000003290;FM JANGADEIRO;26706505000160;AME CLINICA         ;PARANGABA           ;FORTALEZA      ;CE;60720110;31212440       ; 3.100,00 ; 3.100,00 ;10/01/2018
000005414;FM JANGADEIRO;20316756000151;AMETISTA CONSTRUCOES;PRAIA DE IRACEMA    ;FORTALEZA      ;CE;60165120;32627116       ; 6.000,00 ; 6.000,00 ;15/07/2019
000005414;FM JANGADEIRO;20316756000151;AMETISTA CONSTRUCOES;PRAIA DE IRACEMA    ;FORTALEZA      ;CE;60165120;32627116       ; 6.000,00 ; 6.000,00 ;16/08/2019
000005414;FM JANGADEIRO;20316756000151;AMETISTA CONSTRUCOES;PRAIA DE IRACEMA    ;FORTALEZA      ;CE;60165120;32627116       ; 6.000,00 ; 6.000,00 ;16/09/2019
000001219;FM JANGADEIRO;07039016000157;ASSOC EDUCACIONAL CE;CIDADE DOS FUNCIONAR;FORTALEZA      ;CE;60822131;32752302       ; 2.500,00 ; 2.500,00 ;25/07/2016
000001268;FM JANGADEIRO;07039016000157;ASSOC EDUCACIONAL CE;CIDADE DOS FUNCIONAR;FORTALEZA      ;CE;60822131;32752302       ; 2.500,00 ; 2.500,00 ;25/08/2016
000024173;FM JANGADEIRO;07337016000133;ASTRA VEICULOS      ;VILA UNIAO          ;FORTALEZA      ;CE;60420135;8532560901     ; 1.540,00 ; 1.540,00 ;15/03/2012
000024173;FM JANGADEIRO;07337016000133;ASTRA VEICULOS      ;VILA UNIAO          ;FORTALEZA      ;CE;60420135;8532560901     ; 1.540,00 ; 1.540,00 ;28/03/2012
000024324;FM JANGADEIRO;07337016000133;ASTRA VEICULOS      ;VILA UNIAO          ;FORTALEZA      ;CE;60420135;8532560901     ; 1.540,00 ; 1.540,00 ;16/04/2012
000024324;FM JANGADEIRO;07337016000133;ASTRA VEICULOS      ;VILA UNIAO          ;FORTALEZA      ;CE;60420135;8532560901     ; 1.540,00 ; 1.540,00 ;30/04/2012
000024392;FM JANGADEIRO;07337016000133;ASTRA VEICULOS      ;VILA UNIAO          ;FORTALEZA      ;CE;60420135;8532560901     ; 1.540,00 ; 1.540,00 ;15/05/2012
000024392;FM JANGADEIRO;07337016000133;ASTRA VEICULOS      ;VILA UNIAO          ;FORTALEZA      ;CE;60420135;8532560901     ; 1.540,00 ; 1.540,00 ;28/05/2012
000003820;FM JANGADEIRO;17639748000484;BRASIL OTICAS       ;CENTRO              ;FORTALEZA      ;CE;60035000;30325456       ; 2.640,00 ; 2.640,00 ;02/07/2018
000025445;FM JANGADEIRO;12342357000137;BRONZE DO SOL       ;VILA VELHA          ;FORTALEZA      ;CE;60345660;8532284743     ; 400,00 ; 400,00 ;20/03/2013
000025445;FM JANGADEIRO;12342357000137;BRONZE DO SOL       ;VILA VELHA          ;FORTALEZA      ;CE;60345660;8532284743     ; 400,00 ; 400,00 ;01/04/2013
000025473;FM JANGADEIRO;12342357000137;BRONZE DO SOL       ;VILA VELHA          ;FORTALEZA      ;CE;60345660;8532284743     ; 400,00 ; 400,00 ;30/04/2013
000025473;FM JANGADEIRO;12342357000137;BRONZE DO SOL       ;VILA VELHA          ;FORTALEZA      ;CE;60345660;8532284743     ; 400,00 ; 400,00 ;10/04/2013
000025473;FM JANGADEIRO;12342357000137;BRONZE DO SOL       ;VILA VELHA          ;FORTALEZA      ;CE;60345660;8532284743     ; 400,00 ; 400,00 ;22/04/2013
000025570;FM JANGADEIRO;12342357000137;BRONZE DO SOL       ;VILA VELHA          ;FORTALEZA      ;CE;60345660;8532284743     ; 400,00 ; 400,00 ;10/05/2013
000025570;FM JANGADEIRO;12342357000137;BRONZE DO SOL       ;VILA VELHA          ;FORTALEZA      ;CE;60345660;8532284743     ; 400,00 ; 400,00 ;20/05/2013
000025570;FM JANGADEIRO;12342357000137;BRONZE DO SOL       ;VILA VELHA          ;FORTALEZA      ;CE;60345660;8532284743     ; 400,00 ; 400,00 ;31/05/2013
000024286;FM JANGADEIRO;45543915000181;CARREFOUR MATRIZ    ;MORUMBI             ;SAO PAULO      ;SP;05690000;37552657       ; 3.942,40 ; 3.942,40 ;17/04/2012
000000571;FM JANGADEIRO;18691388000180;CEPEP               ;BENFICA             ;FORTALEZA      ;CE;60015290;               ; 4.420,00 ; 4.420,00 ;22/02/2016
000000715;FM JANGADEIRO;18691388000180;CEPEP               ;BENFICA             ;FORTALEZA      ;CE;60015290;               ; 4.420,00 ; 4.420,00 ;21/03/2016
000390   ;FM JANGADEIRO;18632441000171;CIDADE DAS CONFECCOE;CENTRO              ;CAUCAIA        ;CE;61604505;               ; 2.846,67 ; 2.846,67 ;15/06/2015
000392   ;FM JANGADEIRO;18632441000171;CIDADE DAS CONFECCOE;CENTRO              ;CAUCAIA        ;CE;61604505;               ; 2.846,66 ; 2.846,66 ;17/08/2015
000391   ;FM JANGADEIRO;18632441000171;CIDADE DAS CONFECCOE;CENTRO              ;CAUCAIA        ;CE;61604505;               ; 2.846,67 ; 2.846,67 ;15/07/2015
000026166;FM JANGADEIRO;05887380000141;CNA PAPICU          ;PAPICU              ;FORTALEZA      ;CE;60190750;8532725444     ; 4.275,00 ; 4.275,00 ;30/09/2013
000026166;FM JANGADEIRO;05887380000141;CNA PAPICU          ;PAPICU              ;FORTALEZA      ;CE;60190750;8532725444     ; 4.275,00 ; 4.275,00 ;15/10/2013
000026143;FM JANGADEIRO;05887380000141;CNA PAPICU          ;PAPICU              ;FORTALEZA      ;CE;60190750;8532725444     ; 650,00 ; 650,00 ;30/09/2013
000026166;FM JANGADEIRO;05887380000141;CNA PAPICU          ;PAPICU              ;FORTALEZA      ;CE;60190750;8532725444     ; 4.275,00 ; 4.275,00 ;30/10/2013
000005173;FM JANGADEIRO;30908715000108;COALA ENTRETENIMENTO;MONDUBIM            ;FORTALEZA      ;CE;60762535;85 987249812   ; 7.000,00 ; 7.000,00 ;15/05/2019
000000273;FM JANGADEIRO;10407607000144;COL LOURENCO FILHO -;CENTRO              ;FORTALEZA      ;CE;60025062;34644000       ; 5.000,00 ; 5.000,00 ;05/11/2015
000026932;FM JANGADEIRO;15658532000198;ELAH LINGERIE       ;ALDEOMA             ;MARANGUAPE     ;CE;61948090;8533415322     ; 1.977,33 ; 1.977,33 ;22/04/2014
000026932;FM JANGADEIRO;15658532000198;ELAH LINGERIE       ;ALDEOMA             ;MARANGUAPE     ;CE;61948090;8533415322     ; 1.977,33 ; 1.977,33 ;28/04/2014
000026932;FM JANGADEIRO;15658532000198;ELAH LINGERIE       ;ALDEOMA             ;MARANGUAPE     ;CE;61948090;8533415322     ; 1.977,34 ; 1.977,34 ;15/05/2014
000028541;FM JANGADEIRO;10238042000119;ESPLANADA BRASIL-LJ ;ALDEOTA             ;FORTALEZA      ;CE;60170310;40122311       ; 3.728,00 ; 3.728,00 ;15/07/2015
000024529;FM JANGADEIRO;11676139000176;EURODATA            ;JOSE BONIFACIO      ;FORTALEZA      ;CE;60040080;8530227676     ; 1.308,15 ; 1.308,15 ;02/07/2012
000024529;FM JANGADEIRO;11676139000176;EURODATA            ;JOSE BONIFACIO      ;FORTALEZA      ;CE;60040080;8530227676     ; 1.308,15 ; 1.308,15 ;20/06/2012
000024647;FM JANGADEIRO;11676139000176;EURODATA            ;JOSE BONIFACIO      ;FORTALEZA      ;CE;60040080;8530227676     ; 1.744,20 ; 1.744,20 ;30/07/2012
000024647;FM JANGADEIRO;11676139000176;EURODATA            ;JOSE BONIFACIO      ;FORTALEZA      ;CE;60040080;8530227676     ; 1.744,20 ; 1.744,20 ;20/07/2012
000024775;FM JANGADEIRO;11676139000176;EURODATA            ;JOSE BONIFACIO      ;FORTALEZA      ;CE;60040080;8530227676     ; 290,70 ; 290,70 ;20/08/2012
000003863;FM JANGADEIRO;04918904000151;FACULDADES CEARENSES;DAMAS               ;FORTALEZA      ;CE;60425680;8532017011     ; 2.581,20 ; 2.581,20 ;15/06/2018
000003863;FM JANGADEIRO;04918904000151;FACULDADES CEARENSES;DAMAS               ;FORTALEZA      ;CE;60425680;8532017011     ; 2.581,20 ; 2.581,20 ;16/07/2018
000004164;FM JANGADEIRO;11796869000100;FARRA PRODUCOES     ;COCO                ;FORTALEZA      ;CE;60811340;8532536649     ; 4.000,00 ; 4.000,00 ;30/07/2018
000028437;FM JANGADEIRO;70036244430   ;FCO CANDIDO - JOVEM ;MONTESE             ;FORTALEZA      ;CE;60000000;96960180       ; 3.500,00 ; 3.500,00 ;15/06/2015
000001190;FM JANGADEIRO;70036244430   ;FCO CANDIDO - JOVEM ;MONTESE             ;FORTALEZA      ;CE;60000000;96960180       ; 4.725,00 ; 4.725,00 ;15/07/2016
000004701;FM JANGADEIRO;15200528000181;FORD JANGADA        ;JOAQUIM TAVORA      ;FORTALEZA      ;CE;60120002;33916040       ; 4.052,00 ; 4.052,00 ;17/12/2018
000028261;FM JANGADEIRO;20758097000103;FORTAL ALIMENTOS    ;CRISTO REDENTOR     ;FORTALEZA      ;CE;60335000;8586623942     ; 4.842,00 ; 4.842,00 ;15/05/2015
000025231;FM JANGADEIRO;07603975000153;FORTALEZA BEBIDAS   ;ALTO ALEGRE         ;MARACANAU      ;CE;60921470;8534677908     ; 1.600,00 ; 1.600,00 ;15/02/2013
000025231;FM JANGADEIRO;07603975000153;FORTALEZA BEBIDAS   ;ALTO ALEGRE         ;MARACANAU      ;CE;60921470;8534677908     ; 1.600,00 ; 1.600,00 ;30/01/2013
000025301;FM JANGADEIRO;07603975000153;FORTALEZA BEBIDAS   ;ALTO ALEGRE         ;MARACANAU      ;CE;60921470;8534677908     ; 1.600,00 ; 1.600,00 ;28/02/2013
000025301;FM JANGADEIRO;07603975000153;FORTALEZA BEBIDAS   ;ALTO ALEGRE         ;MARACANAU      ;CE;60921470;8534677908     ; 1.600,00 ; 1.600,00 ;28/02/2013
000003162;FM JANGADEIRO;02877955000157;FREE LIFE           ;CENTRO              ;FORTALEZA      ;CE;60030141;8535338641     ; 1.000,00 ; 1.000,00 ;15/12/2017
000003276;FM JANGADEIRO;02877955000157;FREE LIFE           ;CENTRO              ;FORTALEZA      ;CE;60030141;8535338641     ; 1.000,00 ; 1.000,00 ;15/01/2018
000000807;FM JANGADEIRO;20593159000174;FRENTE MAR          ;DIONISIO TORRES     ;FORTALEZA      ;CE;60135218;999390702      ; 2.454,55 ; 2.454,55 ;15/04/2016
000001301;FM JANGADEIRO;22716073000117;GT CONSORCIOS       ;SAPIRANGA           ;FORTALEZA      ;CE;60833075;30230008       ; 2.700,00 ; 2.700,00 ;01/08/2016
000001301;FM JANGADEIRO;22716073000117;GT CONSORCIOS       ;SAPIRANGA           ;FORTALEZA      ;CE;60833075;30230008       ; 2.700,00 ; 2.700,00 ;16/08/2016
000001300;FM JANGADEIRO;22716073000117;GT CONSORCIOS       ;SAPIRANGA           ;FORTALEZA      ;CE;60833075;30230008       ; 2.300,00 ; 2.300,00 ;01/08/2016
000001300;FM JANGADEIRO;22716073000117;GT CONSORCIOS       ;SAPIRANGA           ;FORTALEZA      ;CE;60833075;30230008       ; 2.300,00 ; 2.300,00 ;16/08/2016
000002220;FM JANGADEIRO;02336498000274;HONDA NOVA LUZ-BARAO;MEIRELES            ;FORTALEZA      ;CE;60120000;8533068300     ; 2.676,00 ; 2.676,00 ;26/05/2017
000003429;FM JANGADEIRO;63386213000113;HOSPITAL DA CRIANCA ;MONTESE             ;FORTALEZA      ;CE;60421000;34874500       ; 1.000,00 ; 1.000,00 ;28/02/2018
000003423;FM JANGADEIRO;63386213000113;HOSPITAL DA CRIANCA ;MONTESE             ;FORTALEZA      ;CE;60421000;34874500       ; 2.000,00 ; 2.000,00 ;15/02/2018
000003522;FM JANGADEIRO;63386213000113;HOSPITAL DA CRIANCA ;MONTESE             ;FORTALEZA      ;CE;60421000;34874500       ; 2.000,00 ; 2.000,00 ;15/03/2018
000003527;FM JANGADEIRO;63386213000113;HOSPITAL DA CRIANCA ;MONTESE             ;FORTALEZA      ;CE;60421000;34874500       ; 1.000,00 ; 1.000,00 ;28/03/2018
000003623;FM JANGADEIRO;63386213000113;HOSPITAL DA CRIANCA ;MONTESE             ;FORTALEZA      ;CE;60421000;34874500       ; 1.000,00 ; 1.000,00 ;30/04/2018
000003618;FM JANGADEIRO;63386213000113;HOSPITAL DA CRIANCA ;MONTESE             ;FORTALEZA      ;CE;60421000;34874500       ; 2.000,00 ; 2.000,00 ;16/04/2018
000003727;FM JANGADEIRO;63386213000113;HOSPITAL DA CRIANCA ;MONTESE             ;FORTALEZA      ;CE;60421000;34874500       ; 1.000,00 ; 1.000,00 ;28/05/2018
000003729;FM JANGADEIRO;63386213000113;HOSPITAL DA CRIANCA ;MONTESE             ;FORTALEZA      ;CE;60421000;34874500       ; 2.000,00 ; 2.000,00 ;15/05/2018
000003830;FM JANGADEIRO;63386213000113;HOSPITAL DA CRIANCA ;MONTESE             ;FORTALEZA      ;CE;60421000;34874500       ; 1.000,00 ; 1.000,00 ;28/06/2018
000003828;FM JANGADEIRO;63386213000113;HOSPITAL DA CRIANCA ;MONTESE             ;FORTALEZA      ;CE;60421000;34874500       ; 2.000,00 ; 2.000,00 ;15/06/2018
000002238;FM JANGADEIRO;02455125000131;INSTITUTO DRAGAO DO ;PRAIA DE IRACEMA    ;FORTALEZA      ;CE;60060390;8534888618     ; 6.690,00 ; 6.690,00 ;31/07/2017
000003890;FM JANGADEIRO;61150447000131;LABORATORIOS BALDACC;VILA CLEMENTINO     ;SAO PAULO      ;SP;04039001;1150952778     ; 4.147,20 ; 4.147,20 ;02/07/2018
000003971;FM JANGADEIRO;61150447000131;LABORATORIOS BALDACC;VILA CLEMENTINO     ;SAO PAULO      ;SP;04039001;1150952778     ; 9.676,80 ; 9.676,80 ;30/07/2018
000002730;FM JANGADEIRO;00599919000143;LIQUIGAS - MARACANAU;JEREISSATI I        ;MARACANAU      ;CE;61900680;33822303       ; 5.575,00 ; 5.575,00 ;15/09/2017
000001027;FM JANGADEIRO;03554459000125;LIQUIGAS - PAPICU   ;PAPICU              ;FORTALEZA      ;CE;60175782;32657235       ; 3.447,00 ; 3.447,00 ;15/06/2016
000004412;FM JANGADEIRO;61365284000104;LIVRARIA SARAIVA    ;VILA OLIMPIA        ;SAO PAULO      ;SP;04551080;40212120       ; 5.241,60 ; 5.241,60 ;22/10/2018
000002543;FM JANGADEIRO;15753285000613;MD BOSQUE DAS ACACIA;ALDEOTA             ;FORTALEZA      ;CE;60150161;32246015       ; 3.284,16 ; 3.284,16 ;31/07/2017
000006257;FM JANGADEIRO;33214521000109;NARCISO ENXOVAIS    ;PRESIDENTE KENNEDY  ;FORTALEZA      ;CE;60325002;8530923907     ; 8.004,26 ; 8.004,26 ;23/03/2020
000006412;FM JANGADEIRO;33214521000109;NARCISO ENXOVAIS    ;PRESIDENTE KENNEDY  ;FORTALEZA      ;CE;60325002;8530923907     ; 8.004,26 ; 8.004,26 ;30/03/2020
000024829;FM JANGADEIRO;15693030000106;NEWS TELECOM        ;TAUAPE              ;FORTALEZA      ;CE;60130271;8530489898     ; 1.642,00 ; 1.642,00 ;25/09/2012
000000528;FM JANGADEIRO;41456690000175;NORTH SHOPPING - ASS;SAO GERARDO         ;FORTALEZA      ;CE;60325002;8534043015     ; 2.083,20 ; 2.083,20 ;15/01/2016
000004811;FM JANGADEIRO;29948888000170;ODONTO COMPANY      ;CENTRO              ;FORTALEZA      ;CE;60025100;999592903      ; 2.700,00 ; 2.700,00 ;15/03/2019
000004810;FM JANGADEIRO;29948888000170;ODONTO COMPANY      ;CENTRO              ;FORTALEZA      ;CE;60025100;999592903      ; 2.700,00 ; 2.700,00 ;15/02/2019
000004811;FM JANGADEIRO;29948888000170;ODONTO COMPANY      ;CENTRO              ;FORTALEZA      ;CE;60025100;999592903      ; 2.700,00 ; 2.700,00 ;01/04/2019
000004811;FM JANGADEIRO;29948888000170;ODONTO COMPANY      ;CENTRO              ;FORTALEZA      ;CE;60025100;999592903      ; 2.700,00 ; 2.700,00 ;28/02/2019
000001191;FM JANGADEIRO;02147076000170;ODONTO PRACTICE     ;SAO JOSE            ;PARNAIBA       ;PI;64218100;999091991      ; 3.000,00 ; 3.000,00 ;15/07/2016
000003803;FM JANGADEIRO;23473236000221;OTICA ITAMARATY     ;COCO                ;FORTALEZA      ;CE;60811341;87538752       ; 2.103,20 ; 2.103,20 ;12/06/2018
000003931;FM JANGADEIRO;23473236000221;OTICA ITAMARATY     ;COCO                ;FORTALEZA      ;CE;60811341;87538752       ; 2.103,20 ; 2.103,20 ;12/07/2018
000004076;FM JANGADEIRO;23473236000221;OTICA ITAMARATY     ;COCO                ;FORTALEZA      ;CE;60811341;87538752       ; 2.103,20 ; 2.103,20 ;13/08/2018
000004219;FM JANGADEIRO;23473236000221;OTICA ITAMARATY     ;COCO                ;FORTALEZA      ;CE;60811341;87538752       ; 2.103,20 ; 2.103,20 ;12/09/2018
000004352;FM JANGADEIRO;23473236000221;OTICA ITAMARATY     ;COCO                ;FORTALEZA      ;CE;60811341;87538752       ; 2.103,20 ; 2.103,20 ;15/10/2018
000004548;FM JANGADEIRO;23473236000221;OTICA ITAMARATY     ;COCO                ;FORTALEZA      ;CE;60811341;87538752       ; 2.868,00 ; 2.868,00 ;12/11/2018
000005059;FM JANGADEIRO;13763675000134;PASTELARIA E PIZZARI;MEIRELES            ;FORTALEZA      ;CE;60160230;8532740459     ; 2.375,00 ; 2.375,00 ;30/04/2019
000005059;FM JANGADEIRO;13763675000134;PASTELARIA E PIZZARI;MEIRELES            ;FORTALEZA      ;CE;60160230;8532740459     ; 2.375,00 ; 2.375,00 ;30/05/2019
000005247;FM JANGADEIRO;13763675000134;PASTELARIA E PIZZARI;MEIRELES            ;FORTALEZA      ;CE;60160230;8532740459     ; 2.375,00 ; 2.375,00 ;01/07/2019
000005247;FM JANGADEIRO;13763675000134;PASTELARIA E PIZZARI;MEIRELES            ;FORTALEZA      ;CE;60160230;8532740459     ; 2.375,00 ; 2.375,00 ;30/07/2019
000000298;FM JANGADEIRO;09286828000122;PITTSBURG           ;LAGOA NOVA          ;NATAL          ;RN;59063200;8433428900     ; 1.280,00 ; 1.280,00 ;16/11/2015
000000424;FM JANGADEIRO;09286828000122;PITTSBURG           ;LAGOA NOVA          ;NATAL          ;RN;59063200;8433428900     ; 1.280,00 ; 1.280,00 ;15/12/2015
000000558;FM JANGADEIRO;09286828000122;PITTSBURG           ;LAGOA NOVA          ;NATAL          ;RN;59063200;8433428900     ; 1.280,00 ; 1.280,00 ;25/01/2016
000003287;FM JANGADEIRO;97531317000196;PIZZARIA DON PISANI ;CIDADE 2000         ;FORTALEZA      ;CE;60190611;32490229       ; 3.600,00 ; 1.600,00 ;15/01/2018
000003420;FM JANGADEIRO;97531317000196;PIZZARIA DON PISANI ;CIDADE 2000         ;FORTALEZA      ;CE;60190611;32490229       ; 3.600,00 ; 3.600,00 ;15/02/2018
000003519;FM JANGADEIRO;97531317000196;PIZZARIA DON PISANI ;CIDADE 2000         ;FORTALEZA      ;CE;60190611;32490229       ; 3.600,00 ; 3.600,00 ;15/03/2018
000002460;FM JANGADEIRO;21854477000104;PLURAL COMUNICACAO  ;CAMINHO DAS ARVORES ;SALVADOR       ;BA;41820774;30388388       ; 7.200,00 ; 7.200,00 ;31/07/2017
000027903;FM JANGADEIRO;11526615000172;POUPE AKI           ;IPARANA             ;CAUCAIA        ;CE;61627525;8531132343     ; 1.150,00 ; 1.150,00 ;19/01/2015
000027903;FM JANGADEIRO;11526615000172;POUPE AKI           ;IPARANA             ;CAUCAIA        ;CE;61627525;8531132343     ; 1.150,00 ; 1.150,00 ;28/01/2015
000028062;FM JANGADEIRO;11526615000172;POUPE AKI           ;IPARANA             ;CAUCAIA        ;CE;61627525;8531132343     ; 1.150,00 ; 1.150,00 ;18/02/2015
000028062;FM JANGADEIRO;11526615000172;POUPE AKI           ;IPARANA             ;CAUCAIA        ;CE;61627525;8531132343     ; 1.150,00 ; 1.150,00 ;02/03/2015
000028073;FM JANGADEIRO;23563067000130;PREF EUSEBIO        ;AUTODROMO           ;EUSEBIO        ;CE;61760000;8532601033     ; 3.200,00 ; 3.200,00 ;31/03/2015
000005470;FM JANGADEIRO;23563067000130;PREF EUSEBIO        ;AUTODROMO           ;EUSEBIO        ;CE;61760000;8532601033     ; 4.000,00 ; 4.000,00 ;16/08/2019
000024207;FM JANGADEIRO;07744303000168;PREF QUIXERAMOBIM   ;CENTRO              ;QUIXERAMOBIM   ;CE;63800000;8834411326     ; 4.000,00 ; 4.000,00 ;30/03/2012
000024207;FM JANGADEIRO;07744303000168;PREF QUIXERAMOBIM   ;CENTRO              ;QUIXERAMOBIM   ;CE;63800000;8834411326     ; 4.000,00 ; 4.000,00 ;30/04/2012
000000695;FM JANGADEIRO;07684756000146;PREFEITURA DE ARACAT;CENTRO              ;ARACATI        ;CE;62800000;8834211006     ; 4.000,00 ; 4.000,00 ;29/02/2016
000000178;FM JANGADEIRO;11109091000114;PSP PRODUCOES E EVEN;MONTESE             ;FORTALEZA      ;CE;60410225;30463947       ; 5.000,00 ; 5.000,00 ;15/10/2015
000000342;FM JANGADEIRO;11109091000114;PSP PRODUCOES E EVEN;MONTESE             ;FORTALEZA      ;CE;60410225;30463947       ; 3.000,00 ; 3.000,00 ;10/11/2015
000000663;FM JANGADEIRO;04980258006002;RABELO-DRICOS- 0003 ;CENTRO              ;FORTALEZA      ;CE;60020000;               ; 5.431,20 ; 5.431,20 ;15/02/2016
000000818;FM JANGADEIRO;04980258006002;RABELO-DRICOS- 0003 ;CENTRO              ;FORTALEZA      ;CE;60020000;               ; 9.670,40 ; 9.670,40 ;02/05/2016
000003778;FM JANGADEIRO;09186914000163;RC COMERCIO DE VEICU;COCO                ;FORTALEZA      ;CE;60810160;32411832       ; 3.000,00 ; 3.000,00 ;15/05/2018
