NUM_TITULO,FILIAL,CGC,CLIENTE,BAIRRO,MUCINIPIO,ESTADO,CEP,CONTATO,VALOR,SALDO,VCTO_REAL
000005470,FM JANGADEIRO,23563067000130,PREF EUSEBIO        ,AUTODROMO           ,EUSEBIO        ,CE,61760000,8532601033     ,"R$4,000.00","R$4,000.00",16/08/2019
000024207,FM JANGADEIRO,07744303000168,PREF QUIXERAMOBIM   ,CENTRO              ,QUIXERAMOBIM   ,CE,63800000,8834411326     ,"R$4,000.00","R$4,000.00",30/03/2012
000024207,FM JANGADEIRO,07744303000168,PREF QUIXERAMOBIM   ,CENTRO              ,QUIXERAMOBIM   ,CE,63800000,8834411326     ,"R$4,000.00","R$4,000.00",30/04/2012
000002638,FM JANGADEIRO,07533656000119,PREF SAO GONCALO DO ,CENTRO              ,SAO GONCALO DO ,CE,62670000,33154700       ,"R$2,409.20","R$2,409.20",21/08/2017
000004322,FM JANGADEIRO,07533656000119,PREF SAO GONCALO DO ,CENTRO              ,SAO GONCALO DO ,CE,62670000,33154700       ,"R$13,094.40","R$13,094.40",17/09/2018
000004323,FM JANGADEIRO,07533656000119,PREF SAO GONCALO DO ,CENTRO              ,SAO GONCALO DO ,CE,62670000,33154700       ,"R$4,320.00","R$4,320.00",17/09/2018
000004317,FM JANGADEIRO,07533656000119,PREF SAO GONCALO DO ,CENTRO              ,SAO GONCALO DO ,CE,62670000,33154700       ,"R$36,800.60","R$36,800.60",17/09/2018
000004318,FM JANGADEIRO,07533656000119,PREF SAO GONCALO DO ,CENTRO              ,SAO GONCALO DO ,CE,62670000,33154700       ,"R$36,800.60","R$36,800.60",17/09/2018
000004319,FM JANGADEIRO,07533656000119,PREF SAO GONCALO DO ,CENTRO              ,SAO GONCALO DO ,CE,62670000,33154700       ,"R$36,800.60","R$36,800.60",17/09/2018
000004320,FM JANGADEIRO,07533656000119,PREF SAO GONCALO DO ,CENTRO              ,SAO GONCALO DO ,CE,62670000,33154700       ,"R$36,800.60","R$36,800.60",17/09/2018
000004321,FM JANGADEIRO,07533656000119,PREF SAO GONCALO DO ,CENTRO              ,SAO GONCALO DO ,CE,62670000,33154700       ,"R$2,397.60","R$2,397.60",17/09/2018
000004324,FM JANGADEIRO,07533656000119,PREF SAO GONCALO DO ,CENTRO              ,SAO GONCALO DO ,CE,62670000,33154700       ,"R$15,360.00","R$15,360.00",17/09/2018
000000695,FM JANGADEIRO,07684756000146,PREFEITURA DE ARACAT,CENTRO              ,ARACATI        ,CE,62800000,8834211006     ,"R$4,000.00","R$4,000.00",29/02/2016
000024283,FM JANGADEIRO,07605850000162,PREFEITURA DE MARACA,NOVO MARACANAU      ,MARACANAU      ,CE,61905430,8535215090     ,"R$1,772.16","R$1,772.16",30/03/2012
000028551,FM JANGADEIRO,07605850000162,PREFEITURA DE MARACA,NOVO MARACANAU      ,MARACANAU      ,CE,61905430,8535215090     ,"R$3,802.40","R$3,802.40",15/07/2015
000000782,FM JANGADEIRO,07605850000162,PREFEITURA DE MARACA,NOVO MARACANAU      ,MARACANAU      ,CE,61905430,8535215090     ,R$465.60,R$465.60,15/03/2016
000006483,FM JANGADEIRO,07605850000162,PREFEITURA DE MARACA,NOVO MARACANAU      ,MARACANAU      ,CE,61905430,8535215090     ,R$720.38,R$720.38,16/03/2020
000006562,FM JANGADEIRO,07605850000162,PREFEITURA DE MARACA,NOVO MARACANAU      ,MARACANAU      ,CE,61905430,8535215090     ,"R$1,293.20","R$1,293.20",30/03/2020
000006563,FM JANGADEIRO,07605850000162,PREFEITURA DE MARACA,NOVO MARACANAU      ,MARACANAU      ,CE,61905430,8535215090     ,"R$7,924.22","R$7,924.22",30/03/2020
000000178,FM JANGADEIRO,11109091000114,PSP PRODUCOES E EVEN,MONTESE             ,FORTALEZA      ,CE,60410225,30463947       ,"R$5,000.00","R$5,000.00",15/10/2015
000000342,FM JANGADEIRO,11109091000114,PSP PRODUCOES E EVEN,MONTESE             ,FORTALEZA      ,CE,60410225,30463947       ,"R$3,000.00","R$3,000.00",10/11/2015
000004307,FM JANGADEIRO,18181688000119,PURO ACAI           ,CIDADE DOS FUNCIONAR,FORTALEZA      ,CE,60822131,34662072       ,R$650.40,R$650.40,01/10/2018
000004793,FM JANGADEIRO,18181688000119,PURO ACAI           ,CIDADE DOS FUNCIONAR,FORTALEZA      ,CE,60822131,34662072       ,"R$3,252.00","R$3,252.00",15/01/2019
000005438,FM JANGADEIRO,18181688000119,PURO ACAI           ,CIDADE DOS FUNCIONAR,FORTALEZA      ,CE,60822131,34662072       ,"R$4,100.00","R$4,100.00",15/10/2019
000005439,FM JANGADEIRO,18181688000119,PURO ACAI           ,CIDADE DOS FUNCIONAR,FORTALEZA      ,CE,60822131,34662072       ,"R$4,100.00","R$4,100.00",18/11/2019
000005438,FM JANGADEIRO,18181688000119,PURO ACAI           ,CIDADE DOS FUNCIONAR,FORTALEZA      ,CE,60822131,34662072       ,"R$4,100.00","R$4,100.00",16/09/2019
000005438,FM JANGADEIRO,18181688000119,PURO ACAI           ,CIDADE DOS FUNCIONAR,FORTALEZA      ,CE,60822131,34662072       ,"R$4,100.00","R$4,100.00",15/07/2019
000005438,FM JANGADEIRO,18181688000119,PURO ACAI           ,CIDADE DOS FUNCIONAR,FORTALEZA      ,CE,60822131,34662072       ,"R$4,100.00","R$4,100.00",16/08/2019
000005439,FM JANGADEIRO,18181688000119,PURO ACAI           ,CIDADE DOS FUNCIONAR,FORTALEZA      ,CE,60822131,34662072       ,"R$4,100.00","R$4,100.00",16/12/2019
000000663,FM JANGADEIRO,04980258006002,RABELO-DRICOS- 0003 ,CENTRO              ,FORTALEZA      ,CE,60020000,               ,"R$5,431.20","R$5,431.20",15/02/2016
000000818,FM JANGADEIRO,04980258006002,RABELO-DRICOS- 0003 ,CENTRO              ,FORTALEZA      ,CE,60020000,               ,"R$9,670.40","R$9,670.40",02/05/2016
000006669,FM JANGADEIRO,11507415000687,RAYMUNDO DA FONTE   ,DISTRITO INDUSTRIAL ,HORIZONTE      ,CE,62884795,               ,"R$10,363.86","R$10,363.86",30/06/2020
000003778,FM JANGADEIRO,09186914000163,RC COMERCIO DE VEICU,COCO                ,FORTALEZA      ,CE,60810160,32411832       ,"R$3,000.00","R$3,000.00",15/05/2018
000002232,FM JANGADEIRO,26904234000157,REAL OPTICA         ,CENTRO              ,FORTALEZA      ,CE,60030160,987117333      ,"R$2,500.00","R$2,500.00",29/05/2017
000002306,FM JANGADEIRO,26904234000157,REAL OPTICA         ,CENTRO              ,FORTALEZA      ,CE,60030160,987117333      ,"R$2,500.00","R$2,500.00",28/06/2017
000002466,FM JANGADEIRO,26904234000157,REAL OPTICA         ,CENTRO              ,FORTALEZA      ,CE,60030160,987117333      ,"R$2,500.00","R$2,500.00",28/07/2017
000002746,FM JANGADEIRO,18257872000103,REDE ACAI           ,ALDEOTA             ,FORTALEZA      ,CE,60160196,30257020       ,R$674.01,R$674.01,16/08/2017
000002886,FM JANGADEIRO,18257872000103,REDE ACAI           ,ALDEOTA             ,FORTALEZA      ,CE,60160196,30257020       ,R$674.01,R$674.01,02/10/2017
000003016,FM JANGADEIRO,18257872000103,REDE ACAI           ,ALDEOTA             ,FORTALEZA      ,CE,60160196,30257020       ,R$674.01,R$674.01,16/11/2017
000003956,FM JANGADEIRO,13481309000192,RICARDO ELETRO      ,CENTRO              ,VITORIA DA CONQ,BA,45000903,3132490400     ,"R$31,730.40","R$31,730.40",30/07/2018
000004104,FM JANGADEIRO,13481309000192,RICARDO ELETRO      ,CENTRO              ,VITORIA DA CONQ,BA,45000903,3132490400     ,"R$14,644.80","R$14,644.80",30/08/2018
000004176,FM JANGADEIRO,13481309000192,RICARDO ELETRO      ,CENTRO              ,VITORIA DA CONQ,BA,45000903,3132490400     ,"R$12,204.00","R$12,204.00",30/08/2018
000004238,FM JANGADEIRO,13481309000192,RICARDO ELETRO      ,CENTRO              ,VITORIA DA CONQ,BA,45000903,3132490400     ,"R$27,662.40","R$27,662.40",01/10/2018
000004028,FM JANGADEIRO,23873546000152,SACRUM ARTIGOS CATOL,PARANGABA           ,FORTALEZA      ,CE,60740020,31215888       ,"R$3,000.00","R$3,000.00",16/08/2018
000000980,FM JANGADEIRO,22029871000170,SANDALIAS IRACEMA   ,CENTRO              ,AQUIRAZ        ,CE,61700000,32605405       ,"R$6,197.00","R$6,197.00",16/05/2016
000000529,FM JANGADEIRO,21865198000146,SCANDALO MODA FEMINI,HENRIQUE JORGE      ,FORTALEZA      ,CE,60510290,30320012       ,"R$1,600.00","R$1,600.00",20/01/2016
000000529,FM JANGADEIRO,21865198000146,SCANDALO MODA FEMINI,HENRIQUE JORGE      ,FORTALEZA      ,CE,60510290,30320012       ,"R$1,600.00","R$1,600.00",05/02/2016
000000679,FM JANGADEIRO,21865198000146,SCANDALO MODA FEMINI,HENRIQUE JORGE      ,FORTALEZA      ,CE,60510290,30320012       ,"R$1,600.00","R$1,600.00",21/03/2016
000000679,FM JANGADEIRO,21865198000146,SCANDALO MODA FEMINI,HENRIQUE JORGE      ,FORTALEZA      ,CE,60510290,30320012       ,"R$1,600.00","R$1,600.00",05/04/2016
000000750,FM JANGADEIRO,21865198000146,SCANDALO MODA FEMINI,HENRIQUE JORGE      ,FORTALEZA      ,CE,60510290,30320012       ,"R$1,600.00","R$1,600.00",20/05/2016
000000750,FM JANGADEIRO,21865198000146,SCANDALO MODA FEMINI,HENRIQUE JORGE      ,FORTALEZA      ,CE,60510290,30320012       ,"R$1,600.00","R$1,600.00",06/06/2016
000001055,FM JANGADEIRO,00330845000145,SEBRAE-BRASILIA     ,PLANO PILOTO        ,BRASILIA       ,DF,70770900,               ,"R$4,923.52","R$4,923.52",15/06/2016
000001063,FM JANGADEIRO,00330845000145,SEBRAE-BRASILIA     ,PLANO PILOTO        ,BRASILIA       ,DF,70770900,               ,"R$1,495.87","R$1,495.87",15/06/2016
000024013,FM JANGADEIRO,09234494000143,SECOM               ,PLANO PILOTO        ,BRASILIA       ,DF,70054906,6134111279     ,"R$1,899.04","R$1,899.04",16/01/2012
000006378,FM JANGADEIRO,09234494000143,SECOM               ,PLANO PILOTO        ,BRASILIA       ,DF,70054906,6134111279     ,"R$5,781.60","R$5,781.60",17/02/2020
000006628,FM JANGADEIRO,17479459000112,SEGOV - SECRETARIA M,CENTRO              ,FORTALEZA      ,CE,60060170,               ,"R$20,651.01","R$20,651.01",15/05/2020
000006658,FM JANGADEIRO,17479459000112,SEGOV - SECRETARIA M,CENTRO              ,FORTALEZA      ,CE,60060170,               ,"R$21,851.65","R$21,851.65",15/06/2020
000002673,FM JANGADEIRO,04206050008246,TIM CELULAR - PE    ,PIEDADE             ,JABOATAO DOS GU,PE,54410240,68476000       ,"R$1,619.20","R$1,619.20",30/08/2017
000004798,FM JANGADEIRO,02421421022000,TIM S/A             ,PIEDADE             ,JABOATAO DOS GU,PE,54410240,81 999230180   ,"R$9,624.00","R$9,624.00",28/02/2019
000006482,FM JANGADEIRO,02421421022000,TIM S/A             ,PIEDADE             ,JABOATAO DOS GU,PE,54410240,81 999230180   ,"R$14,488.10","R$14,488.10",30/04/2020
000006584,FM JANGADEIRO,02421421022000,TIM S/A             ,PIEDADE             ,JABOATAO DOS GU,PE,54410240,81 999230180   ,"R$19,123.71","R$19,123.71",01/06/2020
000005541,FM JANGADEIRO,26688257000171,UNOPAR              ,ALDEOTA             ,FORTALEZA      ,CE,60115125,30999217       ,"R$3,950.10","R$3,950.10",16/08/2019
000004823,FM JANGADEIRO,09246876000197,VIA ROMANTICA       ,HENRIQUE JORGE      ,FORTALEZA      ,CE,60525570,32326125       ,"R$3,300.00","R$3,300.00",15/02/2019
000004823,FM JANGADEIRO,09246876000197,VIA ROMANTICA       ,HENRIQUE JORGE      ,FORTALEZA      ,CE,60525570,32326125       ,"R$3,300.00","R$3,300.00",28/02/2019
000004934,FM JANGADEIRO,09246876000197,VIA ROMANTICA       ,HENRIQUE JORGE      ,FORTALEZA      ,CE,60525570,32326125       ,"R$3,300.00","R$3,300.00",01/04/2019
000004934,FM JANGADEIRO,09246876000197,VIA ROMANTICA       ,HENRIQUE JORGE      ,FORTALEZA      ,CE,60525570,32326125       ,"R$3,300.00","R$3,300.00",15/03/2019
000005034,FM JANGADEIRO,09246876000197,VIA ROMANTICA       ,HENRIQUE JORGE      ,FORTALEZA      ,CE,60525570,32326125       ,"R$3,300.00","R$3,300.00",15/04/2019
000005100,FM JANGADEIRO,09246876000197,VIA ROMANTICA       ,HENRIQUE JORGE      ,FORTALEZA      ,CE,60525570,32326125       ,"R$3,300.00","R$3,300.00",15/05/2019
000005100,FM JANGADEIRO,09246876000197,VIA ROMANTICA       ,HENRIQUE JORGE      ,FORTALEZA      ,CE,60525570,32326125       ,"R$3,300.00","R$3,300.00",30/05/2019
000005238,FM JANGADEIRO,09246876000197,VIA ROMANTICA       ,HENRIQUE JORGE      ,FORTALEZA      ,CE,60525570,32326125       ,"R$3,300.00","R$3,300.00",17/06/2019
000005238,FM JANGADEIRO,09246876000197,VIA ROMANTICA       ,HENRIQUE JORGE      ,FORTALEZA      ,CE,60525570,32326125       ,"R$3,300.00","R$3,300.00",01/07/2019
000004147,FM JANGADEIRO,29726695000175,VIVA NUTRACEUTICOS  ,CENTRO              ,FORTALEZA      ,CE,60165011,32197788       ,"R$8,500.00","R$8,500.00",30/08/2018
000004147,FM JANGADEIRO,29726695000175,VIVA NUTRACEUTICOS  ,CENTRO              ,FORTALEZA      ,CE,60165011,32197788       ,"R$8,500.00","R$8,500.00",16/08/2018
000028100,FM JANGADEIRO,12572762000303,VIZOO OTICA         ,MESSEJANA           ,FORTALEZA      ,CE,60840280,8534590094     ,"R$1,000.00","R$1,000.00",02/03/2015
000028100,FM JANGADEIRO,12572762000303,VIZOO OTICA         ,MESSEJANA           ,FORTALEZA      ,CE,60840280,8534590094     ,"R$1,000.00","R$1,000.00",16/03/2015
000028177,FM JANGADEIRO,12572762000303,VIZOO OTICA         ,MESSEJANA           ,FORTALEZA      ,CE,60840280,8534590094     ,"R$1,000.00","R$1,000.00",30/03/2015
000028177,FM JANGADEIRO,12572762000303,VIZOO OTICA         ,MESSEJANA           ,FORTALEZA      ,CE,60840280,8534590094     ,"R$1,000.00","R$1,000.00",15/04/2015
000000622,FM JANGADEIRO,22575834000168,VOS-BPSJ            ,PORTO DAS DUNAS     ,AQUIRAZ        ,CE,61700000,               ,"R$15,000.00","R$15,000.00",15/02/2016
000005399,FM JANGADEIRO,26808052000182,WEDOSEG             ,ALDEOTA             ,FORTALEZA      ,CE,60150160,40429747       ,"R$6,839.20","R$6,839.20",25/06/2019
000005399,FM JANGADEIRO,26808052000182,WEDOSEG             ,ALDEOTA             ,FORTALEZA      ,CE,60150160,40429747       ,"R$6,839.20","R$6,839.20",25/07/2019
000040114,TV JANGADEIRO,22131585000111,A PESTANA CONSTRUTOR,VILA IDEAL          ,JUIZ DE FORA   ,MG,36020520,(32) 99884.7361,R$900.00,R$900.00,16/01/2012
000045231,TV JANGADEIRO,48255731000104,ABRAC               ,SUMARE              ,SAO PAULO      ,SP,01255000,1138680310     ,"R$2,145.61","R$2,145.61",01/12/2014
000045644,TV JANGADEIRO,48255731000104,ABRAC               ,SUMARE              ,SAO PAULO      ,SP,01255000,1138680310     ,"R$5,312.00","R$5,312.00",16/02/2015
000000192,TV JANGADEIRO,48255731000104,ABRAC               ,SUMARE              ,SAO PAULO      ,SP,01255000,1138680310     ,"R$4,572.58","R$4,572.58",15/06/2015
000001437,TV JANGADEIRO,48255731000104,ABRAC               ,SUMARE              ,SAO PAULO      ,SP,01255000,1138680310     ,"R$4,053.06","R$4,053.06",01/02/2016
000000400,TV JANGADEIRO,18889194000193,AFPC NORTH SHOPPING ,JOQUEI CLUBE        ,FORTALEZA      ,CE,60520102,(85) 3131.6400 ,R$119.76,R$119.76,01/07/2015
000000400,TV JANGADEIRO,18889194000193,AFPC NORTH SHOPPING ,JOQUEI CLUBE        ,FORTALEZA      ,CE,60520102,(85) 3131.6400 ,R$119.76,R$119.76,15/07/2015
000000661,TV JANGADEIRO,18889194000193,AFPC NORTH SHOPPING ,JOQUEI CLUBE        ,FORTALEZA      ,CE,60520102,(85) 3131.6400 ,R$123.36,R$123.36,26/08/2015
000000661,TV JANGADEIRO,18889194000193,AFPC NORTH SHOPPING ,JOQUEI CLUBE        ,FORTALEZA      ,CE,60520102,(85) 3131.6400 ,R$123.36,R$123.36,15/09/2015
000000657,TV JANGADEIRO,18889194000193,AFPC NORTH SHOPPING ,JOQUEI CLUBE        ,FORTALEZA      ,CE,60520102,(85) 3131.6400 ,"R$15,518.64","R$15,518.64",15/09/2015
000001397,TV JANGADEIRO,18889194000193,AFPC NORTH SHOPPING ,JOQUEI CLUBE        ,FORTALEZA      ,CE,60520102,(85) 3131.6400 ,"R$7,200.00","R$7,200.00",20/01/2016
000007992,TV JANGADEIRO,03844450000159,AMC                 ,CIDADE DOS FUNCIONAR,FORTALEZA      ,CE,60823012,8534339706     ,"R$208,072.80","R$208,072.80",15/06/2020
000002157,TV JANGADEIRO,07116973000130,ATUAL MOVEIS        ,JEREISSATI I        ,MARACANAU      ,CE,61900410,8534639833     ,"R$9,600.00","R$9,600.00",16/08/2016
000007917,TV JANGADEIRO,07237373000120,BANCO DO NORDESTE - ,PASSARE             ,FORTALEZA      ,CE,60743902,32993333       ,"R$52,727.68","R$52,727.68",15/05/2020
000007934,TV JANGADEIRO,07237373000120,BANCO DO NORDESTE - ,PASSARE             ,FORTALEZA      ,CE,60743902,32993333       ,"R$12,404.48","R$12,404.48",15/06/2020
000007994,TV JANGADEIRO,07237373000120,BANCO DO NORDESTE - ,PASSARE             ,FORTALEZA      ,CE,60743902,32993333       ,"R$27,036.02","R$27,036.02",15/06/2020
000044512,TV JANGADEIRO,12748471000161,BAND NATAL          ,CANDELARIA          ,NATAL          ,RN,59064390,8432049607     ,R$288.27,R$288.27,21/07/2014
000044808,TV JANGADEIRO,12748471000161,BAND NATAL          ,CANDELARIA          ,NATAL          ,RN,59064390,8432049607     ,R$780.38,R$780.38,22/09/2014
000045741,TV JANGADEIRO,12748471000161,BAND NATAL          ,CANDELARIA          ,NATAL          ,RN,59064390,8432049607     ,R$493.60,R$493.60,20/02/2015
000045928,TV JANGADEIRO,12748471000161,BAND NATAL          ,CANDELARIA          ,NATAL          ,RN,59064390,8432049607     ,"R$2,640.00","R$2,640.00",20/04/2015
000000025,TV JANGADEIRO,12748471000161,BAND NATAL          ,CANDELARIA          ,NATAL          ,RN,59064390,8432049607     ,"R$2,640.00","R$2,640.00",20/05/2015
000000069,TV JANGADEIRO,12748471000161,BAND NATAL          ,CANDELARIA          ,NATAL          ,RN,59064390,8432049607     ,R$820.74,R$820.74,20/04/2015
000000159,TV JANGADEIRO,12748471000161,BAND NATAL          ,CANDELARIA          ,NATAL          ,RN,59064390,8432049607     ,"R$2,640.00","R$2,640.00",22/06/2015
000000223,TV JANGADEIRO,12748471000161,BAND NATAL          ,CANDELARIA          ,NATAL          ,RN,59064390,8432049607     ,R$385.56,R$385.56,10/06/2015
000000350,TV JANGADEIRO,12748471000161,BAND NATAL          ,CANDELARIA          ,NATAL          ,RN,59064390,8432049607     ,"R$2,640.00","R$2,640.00",20/07/2015
000000397,TV JANGADEIRO,12748471000161,BAND NATAL          ,CANDELARIA          ,NATAL          ,RN,59064390,8432049607     ,R$493.60,R$493.60,30/06/2015
000006588,TV JANGADEIRO,16602563000190,BASQUETE CEARENSE   ,ALDEOTA             ,FORTALEZA      ,CE,60160196,981610103      ,"R$16,889.89","R$16,889.89",01/04/2020
000006588,TV JANGADEIRO,16602563000190,BASQUETE CEARENSE   ,ALDEOTA             ,FORTALEZA      ,CE,60160196,981610103      ,"R$16,889.89","R$16,889.89",01/04/2020
000006588,TV JANGADEIRO,16602563000190,BASQUETE CEARENSE   ,ALDEOTA             ,FORTALEZA      ,CE,60160196,981610103      ,"R$16,889.89","R$16,889.89",01/04/2020
000006600,TV JANGADEIRO,16602563000190,BASQUETE CEARENSE   ,ALDEOTA             ,FORTALEZA      ,CE,60160196,981610103      ,"R$16,889.89","R$16,889.89",01/05/2020
000006600,TV JANGADEIRO,16602563000190,BASQUETE CEARENSE   ,ALDEOTA             ,FORTALEZA      ,CE,60160196,981610103      ,"R$16,889.89","R$16,889.89",01/05/2020
000006600,TV JANGADEIRO,16602563000190,BASQUETE CEARENSE   ,ALDEOTA             ,FORTALEZA      ,CE,60160196,981610103      ,"R$16,889.90","R$16,889.90",01/05/2020
000044896,TV JANGADEIRO,45543915000181,CARREFOUR MATRIZ    ,MORUMBI             ,SAO PAULO      ,SP,05690000,37552657       ,"R$3,314.40","R$3,314.40",30/09/2014
000007949,TV JANGADEIRO,09469891000102,CASA CIVIL          ,MEIRELES            ,FORTALEZA      ,CE,60120000,8534664000     ,"R$120,195.20","R$120,195.20",15/06/2020
000007987,TV JANGADEIRO,09469891000102,CASA CIVIL          ,MEIRELES            ,FORTALEZA      ,CE,60120000,8534664000     ,"R$168,698.40","R$168,698.40",15/06/2020
000008007,TV JANGADEIRO,09469891000102,CASA CIVIL          ,MEIRELES            ,FORTALEZA      ,CE,60120000,8534664000     ,"R$77,333.60","R$77,333.60",15/06/2020
000008008,TV JANGADEIRO,09469891000102,CASA CIVIL          ,MEIRELES            ,FORTALEZA      ,CE,60120000,8534664000     ,"R$59,345.60","R$59,345.60",15/06/2020
000008009,TV JANGADEIRO,09469891000102,CASA CIVIL          ,MEIRELES            ,FORTALEZA      ,CE,60120000,8534664000     ,"R$58,579.20","R$58,579.20",15/06/2020
000002278,TV JANGADEIRO,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$13,378.00","R$13,378.00",16/08/2016
000002512,TV JANGADEIRO,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$2,229.66","R$2,229.66",10/10/2016
000002512,TV JANGADEIRO,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$2,229.66","R$2,229.66",20/10/2016
000002512,TV JANGADEIRO,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$2,229.66","R$2,229.66",10/11/2016
000002512,TV JANGADEIRO,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$2,229.66","R$2,229.66",21/11/2016
000002513,TV JANGADEIRO,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$2,229.66","R$2,229.66",12/12/2016
000002513,TV JANGADEIRO,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$2,229.68","R$2,229.68",20/12/2016
000002516,TV JANGADEIRO,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$145.00,R$145.00,10/10/2016
000003639,TV JANGADEIRO,09309085000169,CASAS ALVES - ROSANG,CENTRO              ,FORTALEZA      ,CE,60015051,8532545555     ,"R$3,000.00","R$3,000.00",31/07/2017
000007498,TV JANGADEIRO,39346861000161,CENCOSUD BRASIL     ,SOBRADO             ,NS DO SOCORRO  ,SE,49160000,32165200       ,"R$16,000.00","R$16,000.00",15/05/2020
000007969,TV JANGADEIRO,39346861000161,CENCOSUD BRASIL     ,SOBRADO             ,NS DO SOCORRO  ,SE,49160000,32165200       ,"R$14,000.00","R$14,000.00",30/06/2020
000007970,TV JANGADEIRO,39346861000161,CENCOSUD BRASIL     ,SOBRADO             ,NS DO SOCORRO  ,SE,49160000,32165200       ,"R$2,400.00","R$2,400.00",30/06/2020
000007972,TV JANGADEIRO,39346861000161,CENCOSUD BRASIL     ,SOBRADO             ,NS DO SOCORRO  ,SE,49160000,32165200       ,"R$3,600.00","R$3,600.00",30/06/2020
000394   ,TV JANGADEIRO,10951441000122,CIRCO TIRULIPA      ,BOM JARDIM          ,FORTALEZA      ,CE,60540170,               ,"R$2,240.00","R$2,240.00",30/07/2015
000006500,TV JANGADEIRO,30908715000108,COALA ENTRETENIMENTO,MONDUBIM            ,FORTALEZA      ,CE,60762535,85 987249812   ,"R$11,000.00","R$11,000.00",15/05/2019
000006563,TV JANGADEIRO,26049929000107,CPC CLINICA POPULAR ,BONSUCESSO          ,FORTALEZA      ,CE,60542122,85987360031    ,"R$10,000.00","R$10,000.00",17/06/2019
000006564,TV JANGADEIRO,26049929000107,CPC CLINICA POPULAR ,BONSUCESSO          ,FORTALEZA      ,CE,60542122,85987360031    ,"R$2,000.00","R$2,000.00",17/06/2019
000006695,TV JANGADEIRO,26049929000107,CPC CLINICA POPULAR ,BONSUCESSO          ,FORTALEZA      ,CE,60542122,85987360031    ,"R$10,000.00","R$10,000.00",15/07/2019
000006696,TV JANGADEIRO,26049929000107,CPC CLINICA POPULAR ,BONSUCESSO          ,FORTALEZA      ,CE,60542122,85987360031    ,"R$2,000.00","R$2,000.00",15/07/2019
000007799,TV JANGADEIRO,00155681000167,DECORART            ,ALDEOTA             ,FORTALEZA      ,CE,60150161,8532725575     ,"R$16,800.00","R$16,800.00",28/04/2020
000000683,TV JANGADEIRO,22337587000161,DIETA SIMPLES E SAUD,CENTRO              ,FORTALEZA      ,CE,60110100,30341515       ,"R$2,000.00","R$1,000.00",31/08/2015
000000683,TV JANGADEIRO,22337587000161,DIETA SIMPLES E SAUD,CENTRO              ,FORTALEZA      ,CE,60110100,30341515       ,"R$2,000.00","R$2,000.00",07/09/2015
000000683,TV JANGADEIRO,22337587000161,DIETA SIMPLES E SAUD,CENTRO              ,FORTALEZA      ,CE,60110100,30341515       ,"R$2,000.00","R$2,000.00",14/09/2015
000000684,TV JANGADEIRO,22337587000161,DIETA SIMPLES E SAUD,CENTRO              ,FORTALEZA      ,CE,60110100,30341515       ,R$500.00,R$500.00,14/09/2015
000005790,TV JANGADEIRO,07760316000120,DS E A PRODUCOES    ,CENTRO              ,FORTALEZA      ,CE,60140000,8532242100     ,"R$10,000.00","R$10,000.00",02/01/2019
000005790,TV JANGADEIRO,07760316000120,DS E A PRODUCOES    ,CENTRO              ,FORTALEZA      ,CE,60140000,8532242100     ,"R$10,000.00","R$10,000.00",07/01/2019
000043747,TV JANGADEIRO,15658532000198,ELAH LINGERIE       ,ALDEOMA             ,MARANGUAPE     ,CE,61948090,8533415322     ,R$356.00,R$356.00,22/04/2014
000043747,TV JANGADEIRO,15658532000198,ELAH LINGERIE       ,ALDEOMA             ,MARANGUAPE     ,CE,61948090,8533415322     ,R$356.00,R$356.00,28/04/2014
000043747,TV JANGADEIRO,15658532000198,ELAH LINGERIE       ,ALDEOMA             ,MARANGUAPE     ,CE,61948090,8533415322     ,R$356.00,R$356.00,15/05/2014
000003706,TV JANGADEIRO,01098983001002,ESPOSENDE - BARAO   ,CENTRO              ,FORTALEZA      ,CE,60025061,32537373       ,"R$15,000.00","R$7,500.00",29/07/2018
000006887,TV JANGADEIRO,01098983005849,ESPOSENDE - FORTALEZ,MESSEJANA           ,FORTALEZA      ,CE,60840280,8121229500     ,R$150.00,R$150.00,21/08/2019
000006888,TV JANGADEIRO,01098983005849,ESPOSENDE - FORTALEZ,MESSEJANA           ,FORTALEZA      ,CE,60840280,8121229500     ,"R$10,000.00","R$10,000.00",30/08/2019
000006878,TV JANGADEIRO,01098983005849,ESPOSENDE - FORTALEZ,MESSEJANA           ,FORTALEZA      ,CE,60840280,8121229500     ,"R$10,000.00","R$10,000.00",27/08/2019
